track_name,valence,energy,danceability,acousticness,instrumentalness,user_preference
Across The Room - Groove Armada Remix,0.37,0.972,0.5429999999999999,0.00156,0.305,7.52
Monkey Shit (feat. Merc100Man),0.7609999999999999,0.664,0.914,0.00145,1.12e-06,8.14
Wake Up,0.519,0.8290000000000001,0.5429999999999999,0.00122,0.0397,7.58
Lost in TIme,0.0821,0.4589999999999999,0.5710000000000001,0.604,0.0084099999999999,5.23
Is It Cold In The Water?,0.0565,0.39,0.233,0.000781,0.0002279999999999,5.47
The Moon Song,0.153,0.114,0.4679999999999999,0.929,4.07e-06,3.32
After Dark - Edit,0.301,0.976,0.5579999999999999,0.00316,0.38,7.03
Mob Wit Ya Boy,0.358,0.414,0.7709999999999999,0.244,1.25e-05,6.12
Gold Rush (feat. Trooko) - Trooko Remix,0.295,0.672,0.532,0.000665,0.00461,7.07
The Gardener,0.106,0.0727,0.531,0.927,0.0302,3.54
Ochiru,0.655,0.3829999999999999,0.835,0.409,0.0925,6.76
I Know How To Speak - Instrumental,0.247,0.611,0.516,0.0016899999999999,0.655,4.91
Da Vinci,0.136,0.64,0.7759999999999999,0.0464,0.00191,7.03
Fireworks - Recorded at Spotify Studios Stockholm,0.19,0.258,0.256,0.228,1.15e-05,5.26
Jungle Bird,0.547,0.4539999999999999,0.405,0.918,0.768,3.95
Where's My Sunscreen,0.22,0.73,0.725,0.27,0.845,5.04
Fill Collins,0.8290000000000001,0.3339999999999999,0.73,0.953,0.912,3.67
No Secrets,0.29,0.6729999999999999,0.452,0.326,0.000126,6.83
Put Your Money on Me - Steve Mackey Remix,0.149,0.537,0.4589999999999999,0.7290000000000001,0.00252,5.26
Minds,0.173,0.27,0.419,0.965,0.7659999999999999,2.48
Wake Up & Cook Up,0.346,0.716,0.847,0.0986,3.92e-06,8.24
My Place (feat. Reece),0.331,0.805,0.685,0.0021,0.747,6.18
Like It's Going Out of Style,0.385,0.183,0.625,0.948,0.206,4.05
Off My Back,0.358,0.69,0.784,0.0361,4.39e-06,8.12
Red Signs,0.962,0.767,0.675,0.000299,0.7170000000000001,7.41
Hannah Hunt - Recorded At Spotify Studios NYC,0.243,0.109,0.706,0.8690000000000001,5.53e-05,4.26
The Defeat,0.118,0.653,0.406,0.0583,0.627,5.0
Stock Image,0.315,0.6729999999999999,0.58,0.00889,1.39e-05,7.12
Newport,0.346,0.425,0.381,0.727,0.00248,4.84
High at the Coktail,0.769,0.722,0.644,0.324,0.892,5.67
Come Over - Radio Edit,0.701,0.64,0.764,0.0507,0.434,7.1
Falling In Love (SOS) [feat. Polina Griffith],0.58,0.955,0.546,0.00227,0.0001909999999999,8.03
Softly,0.794,0.77,0.7240000000000001,0.0599,1.19e-05,8.32
â€¢ GODFLOWER,0.325,0.823,0.6459999999999999,0.0269,2.52e-05,7.29
Ghost Train Haze,0.524,0.125,0.5660000000000001,0.5489999999999999,0.5429999999999999,4.03
The Rooster,0.61,0.579,0.765,0.7020000000000001,1.02e-06,6.45
Love Is Blind,0.444,0.449,0.5670000000000001,0.5770000000000001,0.3,6.11
This Woman Loves You,0.258,0.456,0.61,0.8590000000000001,5.26e-06,5.11
Takin' You For A Ride,0.367,0.406,0.8109999999999999,0.629,0.845,4.49
Puesto pal' MillÃ³n,0.358,0.7070000000000001,0.718,0.3429999999999999,0.0001189999999999,6.68
Colors In The Dark,0.142,0.542,0.37,0.223,0.545,4.57
Lyndale Avenue User's Manual,0.732,0.5870000000000001,0.862,0.0882,8.28e-06,7.9
glamorous,0.37,0.593,0.3879999999999999,0.00834,0.0054399999999999,6.86
Moments of Clarity,0.431,0.462,0.642,0.652,0.723,4.01
Lost My Way,0.414,0.353,0.6759999999999999,0.807,0.000603,5.74
Really Meant,0.419,0.254,0.8140000000000001,0.929,3.94e-05,5.1
Ice Cream,0.54,0.816,0.858,0.0238,1.02e-05,8.55
Nature Boy,0.4,0.3389999999999999,0.544,0.369,0.0248,5.77
Compromise,0.412,0.92,0.42,0.0287,0.0535,7.58
Tables Have Turned,0.4039999999999999,0.386,0.888,0.337,1.36e-06,6.34
Della,0.946,0.606,0.695,9.26e-05,0.679,6.74
Megaphone,0.0944,0.995,0.17,0.00431,0.000187,6.39
Carry Me Home,0.64,0.7929999999999999,0.78,0.3779999999999999,4.34e-06,7.63
Come a Little Closer,0.618,0.0993,0.733,0.967,0.914,3.02
Someone In The Doorway,0.7959999999999999,0.525,0.622,0.157,0.713,6.1
FLOAT,0.5820000000000001,0.746,0.728,0.0683,2.88e-05,7.89
Title Holder,0.645,0.991,0.429,0.000618,0.104,7.97
They All Get Mad At You,0.39,0.977,0.396,0.0326,6.86e-05,7.39
Toy Soldier,0.6659999999999999,0.926,0.3939999999999999,0.0043799999999999,0.00273,7.87
Beautiful,0.426,0.715,0.6609999999999999,0.696,0.00705,5.83
Send the Fisherman,0.187,0.358,0.342,0.649,6.65e-06,4.24
All The Same,0.601,0.8029999999999999,0.652,0.299,0.002,7.2
Halfway Home,0.693,0.627,0.685,0.529,0.000658,7.01
Feels Like Home (feat. Kent Jones) - Jus Now Remix,0.479,0.8079999999999999,0.76,0.00515,0.628,6.72
something more,0.162,0.321,0.485,0.0322,0.0923,5.98
Activate,0.65,0.947,0.885,0.0123,2.15e-05,8.78
Naked Truth,0.762,0.936,0.684,0.0243,1.75e-06,7.82
The Name of Jesus,0.561,0.6509999999999999,0.7559999999999999,0.00218,0.00426,8.31
All Your Love - Joakim's Paradise Mix,0.446,0.917,0.601,0.0022,0.911,5.7
Crazy4luvinU,0.46,0.511,0.703,0.0306,0.478,6.54
Bloom,0.6559999999999999,0.305,0.868,0.757,0.929,4.3
you cant eat cats Kevin,0.442,0.923,0.456,8.340000000000001e-05,6.409999999999999e-05,7.85
bamboo,0.547,0.4379999999999999,0.887,0.00488,0.0228,7.44
Sky High,0.537,0.445,0.63,0.337,0.387,5.95
Shiggy,0.718,0.674,0.5539999999999999,0.488,0.000224,7.27
Myself,0.151,0.418,0.555,0.833,0.905,2.71
Purple People Eater,0.291,0.963,0.497,0.0079099999999999,0.175,6.85
Alone but Not Alone,0.8370000000000001,0.8029999999999999,0.527,0.151,0.902,6.72
Guns Are Loaded,0.295,0.7390000000000001,0.532,0.0254,4.03e-06,6.78
Next To You,0.0719,0.419,0.4429999999999999,0.633,0.00183,5.28
If You Want It (Sleepy Brown feat. Scar),0.569,0.785,0.645,0.0175,5.61e-06,7.72
Mitosis,0.611,0.482,0.606,0.435,0.845,4.84
Taste - Recorded at Spotify Studios NYC,0.141,0.287,0.449,0.6709999999999999,0.537,3.03
Iconic,0.8390000000000001,0.948,0.645,0.106,0.0018899999999999,8.51
Chronicles of Lilliam Pumpernickel,0.5589999999999999,0.1119999999999999,0.675,0.2769999999999999,0.794,4.55
Funky,0.515,0.95,0.71,0.00303,0.417,7.58
sleepless nights,0.535,0.288,0.6409999999999999,0.94,0.905,2.99
Judas,0.3939999999999999,0.6679999999999999,0.8059999999999999,0.174,0.000332,7.53
Girls Like You (feat. Cardi B) - CRAY Remix,0.363,0.563,0.7929999999999999,0.134,0.0001,7.42
Ocean (feat. Khalid) - Syn Cole Remix,0.306,0.8390000000000001,0.581,0.0189,4.64e-05,7.69
Ocean (feat. Khalid) - Holy Goof Remix,0.29,0.924,0.616,0.00106,6.28e-05,7.44
Ocean (feat. Khalid) - VAN DUO Remix,0.241,0.636,0.728,0.0664,0.00494,7.08
Growing Pains - Alphalove Remix,0.831,0.882,0.7290000000000001,0.0144,2.91e-06,8.71
Growing Pains - Justin Caruso Remix,0.845,0.815,0.721,0.0496,1.7100000000000002e-05,8.7
Growing Pains - Eden Prince Remix,0.4529999999999999,0.887,0.611,0.00789,7.25e-06,7.88
Growing Pains - Dombresky Remix,0.773,0.833,0.629,0.147,5.71e-06,7.76
I Kill People,0.7509999999999999,0.4589999999999999,0.8909999999999999,0.0157,4.56e-06,8.11
Secrets - Until Dawn Remix,0.8859999999999999,0.711,0.66,0.0008089999999999,0.00176,8.34
Secrets - DJ Suri & Chris Daniel Remix,0.161,0.89,0.653,0.00243,0.00517,7.29
Secrets - Rescue Rangerz Remix,0.665,0.818,0.7020000000000001,0.1939999999999999,4.61e-06,8.1
Only You (with Cheat Codes) - Wide Boys Remix,0.7040000000000001,0.906,0.474,0.14,2.7600000000000003e-05,7.67
Only You - Wide Boys Remix,0.7040000000000001,0.906,0.474,0.14,2.7600000000000003e-05,8.55
California English Pt. 2,0.528,0.407,0.6859999999999999,0.57,0.000922,6.6
Crack Baby,0.407,0.728,0.743,0.119,0.182,7.61
Mandalay,0.142,0.546,0.441,0.18,0.107,5.24
Buildings Have Eyes,0.964,0.7959999999999999,0.75,0.624,9.59e-05,7.84
Hello My Old Friend,0.14,0.42,0.4579999999999999,0.433,0.00988,4.63
Secret Messages,0.475,0.882,0.4479999999999999,0.603,0.013,5.95
Loser Gone Wild,0.408,0.6940000000000001,0.331,0.426,0.0033799999999999,5.55
Bluebird,0.621,0.684,0.5870000000000001,0.0961,0.000131,7.76
III. Courante,0.802,0.125,0.436,0.969,0.879,2.75
VI. Gigue,0.6509999999999999,0.0723,0.53,0.986,0.899,2.37
Take Me On and On,0.184,0.5539999999999999,0.601,0.095,0.00779,6.26
Stranger,0.655,0.655,0.555,0.423,0.161,6.69
Four Little Diamonds,0.677,0.906,0.616,0.0784,0.000533,8.13
No Way Out,0.568,0.29,0.754,0.81,1.1e-05,5.95
Endless Lies,0.375,0.542,0.506,0.7559999999999999,0.054,5.34
Letter from Spain,0.177,0.1159999999999999,0.3289999999999999,0.89,0.00256,3.96
Danger Ahead,0.613,0.6629999999999999,0.451,0.231,4.1e-06,7.18
"Concerto in D Minor, BWV 974: 2. Adagio (Arr. for Cello and Piano by Mischa Maisky)",0.0794,0.0664,0.154,0.986,0.909,0.45
Train of Gold,0.436,0.5379999999999999,0.63,0.492,0.00123,6.15
Basejump,0.0769,0.406,0.8029999999999999,0.00433,0.825,5.26
Time After Time,0.917,0.7759999999999999,0.561,0.528,0.00134,7.94
After All - Shorter Version,0.0705,0.0377,0.0828,0.958,0.901,0.36
"Goldberg Variations, BWV 988 (Arr. for Accordion): Var. 14",0.845,0.183,0.295,0.962,0.22,4.29
"Goldberg Variations, BWV 988 (Arr. for Accordion): Aria",0.136,0.0191,0.15,0.843,4.89e-06,3.63
"Goldberg Variations, BWV 988 (Arr. for Accordion): Var. 1",0.96,0.3379999999999999,0.542,0.879,0.0345,5.19
"Goldberg Variations, BWV 988 (Arr. for Accordion): Var. 2",0.356,0.0527,0.203,0.923,5.87e-06,3.03
"Goldberg Variations, BWV 988 (Arr. for Accordion): Var. 3, Canone all'unisuono",0.629,0.196,0.217,0.826,8.840000000000001e-05,3.83
"Goldberg Variations, BWV 988 (Arr. for Accordion): Var. 4",0.611,0.213,0.364,0.846,2.93e-05,4.93
"Goldberg Variations, BWV 988 (Arr. for Accordion): Var. 5",0.941,0.2739999999999999,0.336,0.911,0.8290000000000001,3.2
"Goldberg Variations, BWV 988 (Arr. for Accordion): Var. 6, Canone alla seconda",0.231,0.124,0.19,0.871,0.321,2.65
"Goldberg Variations, BWV 988 (Arr. for Accordion): Var. 8",0.967,0.366,0.517,0.916,0.00605,5.74
"Goldberg Variations, BWV 988 (Arr. for Accordion): Var. 9, Canone alla terza",0.245,0.016,0.0668,0.941,4.77e-06,2.57
"Goldberg Variations, BWV 988 (Arr. for Accordion): Var. 10, Fughetta",0.578,0.1939999999999999,0.431,0.8340000000000001,0.00309,4.89
"Goldberg Variations, BWV 988 (Arr. for Accordion): Var. 11",0.8240000000000001,0.264,0.24,0.944,0.17,4.44
"Goldberg Variations, BWV 988 (Arr. for Accordion): Var. 12, Canone alla quarta",0.643,0.239,0.255,0.867,0.191,4.46
"Goldberg Variations, BWV 988 (Arr. for Accordion): Var. 13",0.1969999999999999,0.052,0.1889999999999999,0.691,0.000741,4.23
Ashes - Riddler Remix Radio Edit,0.312,0.8290000000000001,0.636,0.0083299999999999,1.78e-06,7.48
"Goldberg Variations, BWV 988 (Arr. for Accordion): Var. 15, Canone alla quinta",0.105,0.00267,0.15,0.91,0.0287,2.41
"Goldberg Variations, BWV 988 (Arr. for Accordion): Var. 16, Ouverture",0.47,0.226,0.29,0.768,1.59e-06,5.25
"Goldberg Variations, BWV 988 (Arr. for Accordion): Var. 17",0.768,0.248,0.32,0.936,0.0585,5.03
"Goldberg Variations, BWV 988 (Arr. for Accordion): Var. 18, Canone alla sexta",0.23,0.0526,0.0734,0.746,2.57e-05,3.71
"Goldberg Variations, BWV 988 (Arr. for Accordion): Var. 20",0.92,0.205,0.297,0.971,0.7559999999999999,2.85
"Goldberg Variations, BWV 988 (Arr. for Accordion): Var. 21, Canone alla settima",0.154,0.0197,0.16,0.947,0.211,2.15
"Goldberg Variations, BWV 988 (Arr. for Accordion): Var. 22, Alla breve",0.221,0.176,0.256,0.752,0.00084,3.64
"Goldberg Variations, BWV 988 (Arr. for Accordion): Var. 23",0.7,0.188,0.387,0.95,0.163,4.78
"Goldberg Variations, BWV 988 (Arr. for Accordion): Var. 24, Canone all'ottava",0.55,0.1159999999999999,0.124,0.816,0.000407,3.88
"Goldberg Variations, BWV 988 (Arr. for Accordion): Var. 25",0.0369,0.0118,0.0715,0.933,0.0478,2.34
"Goldberg Variations, BWV 988 (Arr. for Accordion): Var. 26",0.589,0.253,0.276,0.92,0.00395,4.05
"Goldberg Variations, BWV 988 (Arr. for Accordion): Var. 27, Canone alla nona",0.5760000000000001,0.122,0.209,0.722,0.747,3.26
"Goldberg Variations, BWV 988 (Arr. for Accordion): Var. 29",0.895,0.3279999999999999,0.452,0.908,0.908,3.73
"Goldberg Variations, BWV 988 (Arr. for Accordion): Var. 30, Quodlibet",0.226,0.0235,0.208,0.921,3.2500000000000004e-05,3.09
"Goldberg Variations, BWV 988 (Arr. for Accordion): Aria da capo",0.183,0.0011099999999999,0.228,0.97,0.00103,3.01
"Violin Partita No. 2 in D Minor, BWV 1004: V. Chaconne",0.42,0.0875,0.322,0.994,0.812,2.07
"Violin Sonata No. 3 in C Major, BWV 1005: IV. Allegro Assai",0.899,0.175,0.409,0.99,0.975,3.3
"Violin Partita No. 3 in E Major, BWV 1006: III. Gavotte en Rondeau",0.89,0.0806,0.435,0.99,0.861,3.22
"Violin Partita No. 3 in E Major, BWV 1006: IV. Menuet I",0.7879999999999999,0.0436,0.503,0.993,0.574,3.61
"Violin Partita No. 3 in E Major, BWV 1006: V. Menuet II",0.684,0.0448,0.367,0.994,0.968,2.21
"Partite diverse sopra Sei gegrÃ¼sset, Jesu gÃ¼tig, BWV 768",0.0643,0.0577,0.0612,0.732,0.266,2.43
"Vater unser im Himmelreich, BWV 762",0.077,0.0327,0.271,0.212,0.0573,4.14
"18 Chorales ""Leipziger"": No. 4, SchmÃ¼cke dich, o liebe Seele, BWV 654",0.1369999999999999,0.0363,0.155,0.7070000000000001,0.275,2.78
"Toccata & Fugue in D Minor, BWV 565",0.12,0.351,0.0776,0.757,0.6759999999999999,2.09
"Das OrgelbÃ¼chlein: No. 1, Nun komm, der Heiden Heiland, BWV 599",0.2789999999999999,0.00347,0.239,0.7659999999999999,0.878,1.61
"Das OrgelbÃ¼chlein: No. 3, Herr Christ, der ein'ge Gottessohn, BWV 601",0.1639999999999999,0.0477,0.179,0.954,0.8009999999999999,1.35
"Das OrgelbÃ¼chlein: No. 4, Lob sei dem allmÃ¤chtigen Gott, BWV 602",0.0944,0.296,0.157,0.795,0.883,1.97
"Das OrgelbÃ¼chlein: No. 5, Puer natus in Bethlehem, BWV 603",0.0412,0.243,0.185,0.78,0.951,0.77
"Das OrgelbÃ¼chlein: No. 6, Gelobet seist du, Jesu Christ, BWV 604",0.366,0.0274,0.204,0.916,0.775,1.68
"Das OrgelbÃ¼chlein: No. 7, Der Tag, der ist so freudenreich, BWV 605",0.327,0.0106,0.174,0.889,0.601,1.91
"Das OrgelbÃ¼chlein: No. 8, Vom Himmel hoch, da komm ich her, BWV 606",0.152,0.174,0.185,0.6609999999999999,0.0688,3.64
"Das OrgelbÃ¼chlein: No. 9, Vom Himmel kam der Engel Schar, BWV 607",0.435,0.0324,0.204,0.846,0.902,1.98
"Das OrgelbÃ¼chlein: No. 10, In dulci jubilo, BWV 608",0.312,0.0405,0.183,0.895,0.708,2.45
"Das OrgelbÃ¼chlein: No. 11, Lobt Gott, ihr Christen, allzugleich, BWV 609",0.1939999999999999,0.267,0.182,0.345,0.0477,4.28
"Das OrgelbÃ¼chlein: No. 12, Jesu, meine Freude, BWV 610",0.37,0.0007019999999999,0.154,0.868,0.958,1.92
"Das OrgelbÃ¼chlein: No. 13, Christum wir sollen loben schon, BWV 611",0.0762,0.238,0.201,0.212,0.6990000000000001,2.58
"Das OrgelbÃ¼chlein: No. 14, Wir Christenleut', BWV 612",0.225,0.0118,0.159,0.919,0.59,1.29
"Das OrgelbÃ¼chlein: No. 15, Helft mir Gotts GÃ¼te preisen, BWV 613",0.351,0.162,0.222,0.872,0.909,1.52
"Das OrgelbÃ¼chlein: No. 16, Das alte Jahr vergangen ist, BWV 614",0.153,0.00667,0.184,0.782,0.951,1.61
"Das OrgelbÃ¼chlein: No. 18, Mit Fried und Freud ich fahr dahin, BWV 616",0.13,0.00997,0.218,0.894,0.79,1.47
"Das OrgelbÃ¼chlein: No. 19, Herr Gott, nun schleuss den Himmel auf, BWV 617",0.192,0.0129,0.172,0.95,0.983,1.25
"Das OrgelbÃ¼chlein: No. 20, O Lamm Gottes, unschuldig, BWV 618",0.166,0.00654,0.148,0.97,0.905,1.37
"Das OrgelbÃ¼chlein: No. 22, Christus, der uns selig macht, BWV 620",0.291,0.00268,0.16,0.752,0.838,1.74
"Das OrgelbÃ¼chlein: No. 23, Da Jesus an dem Kreuze stund, BWV 621",0.123,0.00399,0.215,0.949,0.951,0.87
"Das OrgelbÃ¼chlein: No. 24, O Mensch, bewein dein SÃ¼nde gross, BWV 622",0.282,0.0065099999999999,0.0611,0.0631,0.774,3.13
"Das OrgelbÃ¼chlein: No. 25, Wir danken dir, Herr Jesu Christ, BWV 623",0.239,0.1119999999999999,0.154,0.926,0.967,1.54
"Das OrgelbÃ¼chlein: No. 27, Christ lag in Todesbanden, BWV 625",0.34,0.208,0.203,0.291,0.0417,5.09
"Das OrgelbÃ¼chlein: No. 28, Jesus Christus unser Heiland, BWV 626",0.499,0.00132,0.0878,0.954,0.922,1.52
"Das OrgelbÃ¼chlein: No. 29, Christ ist erstanden, BWV 627",0.0732,0.171,0.0645,0.8029999999999999,0.82,1.81
"Das OrgelbÃ¼chlein: No. 30, Erstanden ist der heil'ge Christ, BWV 628",0.172,0.182,0.163,0.6709999999999999,0.905,1.56
"Das OrgelbÃ¼chlein: No. 31, Erschienen ist der herrliche Tag, BWV 629",0.32,0.00532,0.166,0.943,0.8420000000000001,1.59
"Das OrgelbÃ¼chlein: No. 32, Heut triumphieret Gottes Sohn, BWV 630",0.172,0.209,0.23,0.469,0.8240000000000001,2.05
"Das OrgelbÃ¼chlein: No. 33, Komm, Gott SchÃ¶pfer, heiliger Geist, BWV 631",0.456,0.0417,0.1639999999999999,0.285,0.1639999999999999,4.15
"Das OrgelbÃ¼chlein: No. 34, Herr Jesu Christ, dich zu uns wend', BWV 632",0.432,0.0562,0.1009999999999999,0.931,0.871,1.38
"Das OrgelbÃ¼chlein: No. 41, Ich ruf' zu dir, Herr Jesu Christ, BWV 639",0.134,0.0282,0.17,0.931,0.929,0.92
"Das OrgelbÃ¼chlein: No. 42, In dich hab' ich gehoffet, Herr, BWV 640",0.22,0.0080299999999999,0.165,0.878,0.904,1.63
"Das OrgelbÃ¼chlein: No. 35, Liebster Jesu, wir sind hier, BWV 633 - No. 36, Liebster Jesu, wir sind hier, BWV 634",0.135,0.0153,0.0569,0.7829999999999999,0.932,0.9
"Das OrgelbÃ¼chlein: No. 37, Dies sind die heilgen zehn Gebot, BWV 635",0.278,0.184,0.173,0.852,0.984,1.22
"Das OrgelbÃ¼chlein: No. 38, Vater unser im Himmelreich, BWV 636",0.159,0.0446,0.122,0.907,0.981,1.31
"Das OrgelbÃ¼chlein: No. 39, Durch Adams Fall ist ganz verbert, BWV 637",0.122,0.0127,0.154,0.82,0.969,0.65
"Das OrgelbÃ¼chlein: No. 43, Wenn wir in hÃ¶chsten NÃ¶ten sein, BWV 641",0.314,0.0132,0.205,0.8540000000000001,0.0576,3.53
"Das OrgelbÃ¼chlein: No. 44, Wer nur den lieben Gott lÃ¤ÃŸt walten, BWV 642",0.122,0.139,0.15,0.853,0.879,0.8
"Das OrgelbÃ¼chlein: No. 45, Alle Menschen mÃ¼ssen sterben, BWV 643",0.347,0.0631,0.113,0.8859999999999999,0.907,1.21
"Das OrgelbÃ¼chlein: No. 46, Ach wie nichtig, ach wie flÃ¼chtig, BWV 644",0.335,0.00965,0.1669999999999999,0.867,0.992,1.17
Variatio 7,0.561,0.0403,0.441,0.994,0.873,2.09
Never Forget,0.0362,0.396,0.248,0.0469,0.802,3.1
Nothing but You,0.179,0.622,0.4589999999999999,0.0301,0.944,4.56
finding it hard to smile,0.29,0.2269999999999999,0.569,0.2689999999999999,0.62,4.3
walk from here,0.685,0.8029999999999999,0.635,0.265,0.00106,7.62
everything I could never say...to you,0.228,0.482,0.537,0.286,0.00573,5.92
Strange Love,0.898,0.875,0.551,0.0242,0.7390000000000001,6.84
filling a void - interlude,0.162,0.11,0.22,0.941,0.00474,3.0
Waiting for the Night,0.6859999999999999,0.6679999999999999,0.747,0.614,0.446,6.09
Black Jaguar,0.362,0.728,0.564,0.0453,0.118,7.53
"Piano Concerto No. 17 in G Major, K. 543: I. Allegro",0.155,0.0926,0.3429999999999999,0.976,0.907,1.94
"Piano Concerto No. 17 in G Major, K. 543: III. Allegretto - Presto",0.327,0.115,0.305,0.983,0.8290000000000001,1.76
"Piano Concerto No. 17 in G Major, K. 543: II. Andante",0.04,0.0307,0.192,0.977,0.932,0.52
"Piano Concerto No. 18 in B-Flat Major, K. 456: I. Allegro vivace",0.183,0.0814,0.352,0.977,0.815,1.37
"Piano Concerto No. 18 in B-Flat Major, K. 456: III. Allegro vivace",0.392,0.131,0.337,0.985,0.944,1.67
"Piano Concerto No. 18 in B-Flat Major, K. 456: II. Andante un poco sostenuto",0.0875,0.0518,0.278,0.98,0.851,0.81
Ashes - Riddler Extended Remix,0.421,0.627,0.6829999999999999,0.00464,1.6100000000000002e-05,7.32
Paso A Paso,0.913,0.363,0.765,0.601,2.14e-06,7.03
Young Again,0.626,0.41,0.7,0.6809999999999999,0.406,4.95
World Leader,0.471,0.737,0.4579999999999999,0.129,0.0118,7.01
Farsky,0.969,0.483,0.574,0.105,0.0077599999999999,7.93
Anamus,0.76,0.764,0.807,0.00139,0.947,6.36
"Waltz in B Minor, Op. 69 No. 2 (Ed. J. Fontana)",0.264,0.0273,0.442,0.992,0.927,1.45
Space,0.649,0.784,0.675,0.165,0.0033,7.74
The Sound of Goodbye - Steve Allen Remix,0.107,0.983,0.521,0.000162,0.129,7.02
The Sound of Goodbye - Steve Allen Extended Mix,0.106,0.992,0.5770000000000001,0.000429,0.5720000000000001,6.36
The Sound of Goodbye - Ferrin & Morris Remix,0.172,0.955,0.4529999999999999,0.00224,0.0249,7.33
The Sound of Goodbye - Pedro Del Mar & Beatsole Remix,0.136,0.994,0.42,0.00837,0.5579999999999999,6.22
The Sound of Goodbye - Ferrin & Morris Extended Mix,0.225,0.984,0.4579999999999999,6.91e-05,0.3389999999999999,6.63
The Sound of Goodbye - Pedro Del Mar & Beatsole Extended Mix,0.196,0.995,0.513,0.00099,0.637,5.96
"3 Grandes valses brillantes, Op. 34: No. 1 in A-Flat Major",0.161,0.0745,0.354,0.993,0.877,1.73
"3 Grandes valses brillantes, Op. 34: No. 2 in A Minor",0.1009999999999999,0.0102,0.33,0.994,0.904,1.13
"3 Grandes valses brillantes, Op. 34: No. 3 in F Major",0.206,0.0924,0.446,0.989,0.8909999999999999,1.49
Fire - Radio Edit,0.478,0.765,0.8,0.0767,0.18,8.06
"Waltz in G-Flat Major, Op. 70 No. 1 (Ed. J. Fontana)",0.2239999999999999,0.0618,0.4479999999999999,0.991,0.836,1.94
"Waltz in F Minor, Op. 70 No. 2 (Ed. J. Fontana)",0.185,0.0425,0.349,0.995,0.942,0.95
"Piano Concerto No. 5 in E-Flat Major, Op. 73 ""Emperor"": I. Allegro",0.145,0.154,0.342,0.932,0.8959999999999999,1.94
Rouqe,0.865,0.411,0.846,0.0276,0.916,6.33
"Waltz in D-Flat Major, Op. 70 No. 3 (Ed. J. Fontana)",0.156,0.0208,0.3,0.996,0.888,0.98
"Waltz in A-Flat Major, Op. Posth., B. 21",0.629,0.0718,0.423,0.989,0.956,2.72
"Waltz in E-Flat Major, Op. Posth., B. 46",0.149,0.0331,0.515,0.994,0.8370000000000001,1.67
"Waltz in A Minor, Op. Posth., B. 150",0.122,0.0457,0.461,0.988,0.913,1.48
"Waltz in E Major, Op. Posth., B. 44",0.259,0.0351,0.428,0.991,0.871,1.92
"Waltz in F Minor, Op. 70 No. 2 (Alternative Version)",0.147,0.0424,0.347,0.995,0.8690000000000001,1.07
"Waltz in A-Flat Major, Op. 69 No. 1 ""L'adieu"" (Alternative Version)",0.1169999999999999,0.0113,0.25,0.995,0.912,0.77
"Sostenuto in E-Flat Major, Op. Posth., B. 133",0.254,0.00826,0.369,0.996,0.937,1.34
"Waltz in B Minor, Op. 69 No. 2 (Alternative Version)",0.24,0.0318,0.418,0.991,0.93,0.98
"Cantabile in B-Flat Major, B. 84",0.376,0.0033,0.375,0.994,0.912,2.46
"Piano Concerto No. 5 in E-Flat Major, Op. 73 ""Emperor"": II. Adagio un poco mosso",0.0864,0.0321,0.1889999999999999,0.968,0.967,0.59
"Piano Concerto No. 5 in E-Flat Major, Op. 73 ""Emperor"": III. Rondo. Allegro",0.282,0.18,0.305,0.934,0.906,1.65
"Fantasia in C Minor, Op. 80 ""Choral Fantasy"": I. Adagio",0.0369,0.0881,0.317,0.977,0.93,1.09
"Fantasia in C Minor, Op. 80 ""Choral Fantasy"": II. Allegro",0.183,0.0139999999999999,0.4479999999999999,0.929,0.00016,3.58
"Fantasia in C Minor, Op. 80 ""Choral Fantasy"": III. Meno allegro",0.207,0.0923,0.37,0.945,0.857,1.66
"Fantasia in C Minor, Op. 80 ""Choral Fantasy"": IV. Adagio ma non troppo",0.0667,0.0283,0.291,0.979,0.946,0.96
"Fantasia in C Minor, Op. 80 ""Choral Fantasy"": V. Marcia, assai vivace",0.108,0.0667,0.418,0.98,0.5329999999999999,2.18
"Fantasia in C Minor, Op. 80 ""Choral Fantasy"": VI. Allegretto ma non troppo",0.276,0.174,0.252,0.938,0.44,2.69
